locus	cpg_label	gc_background	gc_peaks	gc_diff
chr10:68685498-68690499	Open Sea	0.375	0.547	1.46
chr5:68111801-68116802	Open Sea	0.377	0.653	1.73
chr1:190446381-190451382	Open Sea	0.409	0.46	1.12
chr2:198536939-198541940	Open Sea	0.403	0.407	1.01
chr8:68992479-68997480	Open Sea	0.377	0.48	1.27
chr2:153272915-153277916	Open Sea	0.409	0.4	0.977
chr2:197449458-197454459	Open Sea	0.378	0.407	1.08
chr4:144262810-144267811	Open Sea	0.385	0.52	1.35
chr4:41613062-41618063	Open Sea	0.376	0.587	1.56
chr20:11897431-11902432	Open Sea	0.365	0.473	1.3
chr2:77744421-77749422	Open Sea	0.395	0.447	1.13
chr20:43676259-43681260	Open Sea	0.387	0.553	1.43
chr3:170677315-170682316	Open Sea	0.373	0.46	1.23
chr1:241238300-241243301	Open Sea	0.385	0.567	1.47
chr21:17905017-17910018	Open Sea	0.338	0.507	1.5
chr4:144330391-144335392	Open Sea	0.384	0.393	1.03
chr7:37288558-37293559	Open Sea	0.377	0.48	1.27
chr10:62145005-62150006	Open Sea	0.407	0.48	1.18
chr2:145185562-145190563	Open Sea	0.363	0.393	1.08
chr3:35718612-35723613	Open Sea	0.362	0.513	1.42
chr12:118625801-118630802	Open Sea	0.348	0.453	1.3
chr20:39848621-39853622	Open Sea	0.381	0.433	1.14
chr12:62873285-62878286	Open Sea	0.365	0.48	1.31
chr1:202377698-202382699	Open Sea	0.38	0.473	1.25
chr8:3252859-3257860	Open Sea	0.371	0.473	1.28
chr4:71585800-71590801	Open Sea	0.377	0.54	1.43
chr14:32796832-32801833	Open Sea	0.404	0.48	1.19
chr9:19779687-19784688	Open Sea	0.4	0.487	1.22
chr20:17305770-17310771	Open Sea	0.372	0.6	1.61
chr21:17441815-17446816	Open Sea	0.375	0.38	1.01
chr21:32531240-32536241	Open Sea	0.384	0.54	1.41
chr18:53072182-53077183	Open Sea	0.376	0.453	1.2
chr6:97882809-97887810	Open Sea	0.348	0.48	1.38
chr7:94673865-94678866	Open Sea	0.396	0.46	1.16
chr1:93408162-93413163	Open Sea	0.385	0.44	1.14
chr21:18912772-18917773	Open Sea	0.394	0.393	0.998
chr1:63587892-63592893	Open Sea	0.402	0.387	0.962
chr5:123496180-123501181	Open Sea	0.398	0.5	1.26
chr4:152277073-152282074	Open Sea	0.425	0.473	1.11
chr8:17550913-17555914	Open Sea	0.411	0.467	1.13
chr11:77311143-77316144	Open Sea	0.408	0.373	0.914
chr1:78260098-78265099	Open Sea	0.419	0.473	1.13
chr6:136722451-136727452	Open Sea	0.422	0.453	1.07
chr1:164761301-164766302	Open Sea	0.439	0.473	1.08
chr11:129159167-129164168	Open Sea	0.426	0.573	1.34
chr4:170912374-170917375	Open Sea	0.469	0.527	1.12
chr5:56986626-56991627	Open Sea	0.419	0.48	1.15
chr18:5415065-5420066	Open Sea	0.431	0.48	1.11
chr8:6537598-6542599	Open Sea	0.418	0.513	1.23
chr7:82226926-82231927	Open Sea	0.408	0.407	0.996
chr14:32795972-32800973	Open Sea	0.411	0.473	1.15
chr2:66766457-66771458	Open Sea	0.404	0.447	1.11
chr3:106953476-106958477	Open Sea	0.373	0.513	1.38
chr4:96223727-96228728	Open Sea	0.378	0.453	1.2
chr20:20470815-20475816	Open Sea	0.378	0.58	1.54
chr21:17454991-17459992	Open Sea	0.356	0.493	1.39
chr4:39061468-39066469	Open Sea	0.326	0.453	1.39
chr6:53700298-53705299	Open Sea	0.338	0.46	1.36
chr16:76310633-76315634	Open Sea	0.401	0.42	1.05
chr5:94572376-94577377	Open Sea	0.389	0.42	1.08
chr18:25664734-25669735	Open Sea	0.373	0.433	1.16
chr7:79814823-79819824	Open Sea	0.374	0.407	1.09
chr21:17455493-17460494	Open Sea	0.357	0.387	1.08
chr4:15042533-15047534	Open Sea	0.336	0.38	1.13
chr21:17960153-17965154	Open Sea	0.374	0.44	1.18
chr3:77089783-77094784	Open Sea	0.379	0.387	1.02
chr6:134883490-134888491	Open Sea	0.389	0.493	1.27
chr1:66443009-66448010	Open Sea	0.343	0.447	1.3
chr4:104915474-104920475	Open Sea	0.355	0.467	1.32
chr20:6710328-6715329	Open Sea	0.401	0.52	1.3
chr12:27704594-27709595	Open Sea	0.382	0.42	1.1
chr10:65827611-65832612	Open Sea	0.387	0.42	1.08
chr5:146433505-146438506	Open Sea	0.38	0.447	1.17
chr15:44392541-44397542	Open Sea	0.385	0.44	1.14
chr6:22147720-22152721	Open Sea	0.365	0.473	1.3
chr5:115985751-115990752	Open Sea	0.384	0.48	1.25
chr12:40296629-40301630	Open Sea	0.361	0.513	1.42
chr5:36652979-36657980	Open Sea	0.395	0.487	1.23
chr16:14278023-14283024	Open Sea	0.385	0.553	1.44
chr5:87684627-87689628	Open Sea	0.366	0.52	1.42
chr5:95229085-95234086	Open Sea	0.382	0.453	1.19
chr4:185110149-185115150	Open Sea	0.404	0.52	1.29
chr7:35771522-35776523	Open Sea	0.394	0.52	1.32
chr5:9836744-9841745	Open Sea	0.388	0.567	1.46
chr18:52382570-52387571	Open Sea	0.358	0.573	1.6
chr5:64989373-64994374	Open Sea	0.378	0.453	1.2
chr14:52583462-52588463	Open Sea	0.396	0.513	1.3
chr10:68686983-68691984	Open Sea	0.407	0.413	1.01
chr1:90030140-90035141	Open Sea	0.367	0.46	1.25
chr2:210796430-210801431	Open Sea	0.383	0.44	1.15
chr2:7070572-7075573	Open Sea	0.4	0.433	1.08
chr7:111889917-111894918	Open Sea	0.404	0.413	1.02
chr13:60322718-60327719	Open Sea	0.373	0.487	1.3
chr14:30281311-30286312	Open Sea	0.38	0.52	1.37
chr8:81939641-81944642	Open Sea	0.395	0.387	0.98
chr11:82465954-82470955	Open Sea	0.373	0.48	1.29
chrX:14041954-14046955	Open Sea	0.385	0.507	1.31
chr12:32653249-32658250	Open Sea	0.392	0.44	1.12
chr8:80340651-80345652	Open Sea	0.348	0.427	1.23
chr3:136375768-136380769	Open Sea	0.388	0.413	1.07
chr21:17903614-17908615	Open Sea	0.358	0.48	1.34
chr9:112616801-112621802	Open Sea	0.405	0.627	1.55
chr6:125635379-125640380	Open Sea	0.372	0.553	1.49
chr1:178355606-178360607	Open Sea	0.369	0.533	1.44
chr5:131107303-131112304	Open Sea	0.369	0.447	1.21
chr14:30051923-30056924	Open Sea	0.387	0.52	1.34
chr5:97332243-97337244	Open Sea	0.371	0.427	1.15
chr6:53497934-53502935	Open Sea	0.388	0.407	1.05
chr21:17443536-17448537	Open Sea	0.344	0.5	1.45
chr3:181169870-181174871	Open Sea	0.334	0.447	1.34
chr1:211913948-211918949	Open Sea	0.373	0.453	1.22
chr21:17581878-17586879	Open Sea	0.351	0.387	1.1
chr6:139291035-139296036	Open Sea	0.391	0.4	1.02
chr7:126430242-126435243	Open Sea	0.371	0.4	1.08
chr7:22294030-22299031	Open Sea	0.403	0.327	0.81
chr1:76744664-76749665	Open Sea	0.421	0.587	1.39
chr9:130024591-130029592	Open Sea	0.446	0.547	1.22
chr20:20471318-20476319	Open Sea	0.397	0.453	1.14
chr7:116987749-116992750	Open Sea	0.415	0.467	1.13
chr2:179104682-179109683	Open Sea	0.412	0.473	1.15
chr6:13552869-13557870	Open Sea	0.386	0.653	1.69
chr16:66773068-66778069	Open Sea	0.438	0.607	1.39
chr16:75352025-75357026	Open Sea	0.437	0.56	1.28
chr2:145276292-145281293	Open Sea	0.44	0.367	0.833
chr2:159626530-159631531	Open Sea	0.425	0.473	1.11
chr12:121253931-121258932	Open Sea	0.391	0.413	1.06
chr10:97242824-97247825	Open Sea	0.406	0.433	1.07
chr6:163734188-163739189	Open Sea	0.439	0.473	1.08
chr6:163584674-163589675	Open Sea	0.375	0.587	1.56
chr8:67404663-67409664	Open Sea	0.398	0.367	0.921
chr6:158331106-158336107	Open Sea	0.42	0.48	1.14
chr4:113737343-113742344	Open Sea	0.397	0.48	1.21
chr6:5323164-5328165	Open Sea	0.411	0.587	1.43
chr13:36411716-36416717	Open Sea	0.409	0.56	1.37
chr8:81938518-81943519	Open Sea	0.419	0.433	1.03
chr6:75997903-76002904	Open Sea	0.364	0.46	1.26
chr4:113969229-113974230	Open Sea	0.377	0.447	1.18
chr8:120576407-120581408	Open Sea	0.388	0.447	1.15
chr12:26780521-26785522	Open Sea	0.371	0.46	1.24
chr4:155512763-155517764	Open Sea	0.351	0.513	1.46
chr6:163610941-163615942	Open Sea	0.426	0.4	0.938
chr21:40822093-40827094	Open Sea	0.414	0.453	1.09
chr7:98705085-98710086	Open Sea	0.416	0.373	0.898
chr1:231043600-231048601	Open Sea	0.378	0.6	1.59
chr5:87961127-87966128	Open Sea	0.369	0.573	1.55
chr1:39736088-39741089	Open Sea	0.392	0.447	1.14
chr5:77194272-77199273	Open Sea	0.392	0.427	1.09
chr7:29517798-29522799	Open Sea	0.417	0.433	1.04
chr17:62277716-62282717	Open Sea	0.414	0.52	1.26
chr1:200329259-200334260	Open Sea	0.407	0.513	1.26
chr2:210523700-210528701	Open Sea	0.393	0.547	1.39
chr4:146766566-146771567	Open Sea	0.449	0.493	1.1
chr6:110928023-110933024	Open Sea	0.436	0.413	0.947
chr11:131397957-131402958	Open Sea	0.396	0.513	1.3
chr2:9065243-9070244	Open Sea	0.415	0.62	1.49
chr6:485700-490701	Open Sea	0.423	0.593	1.4
chr13:25764813-25769814	Open Sea	0.392	0.493	1.26
chr2:236521396-236526397	Open Sea	0.415	0.587	1.42
chr9:77434229-77439230	Open Sea	0.393	0.567	1.44
chr1:93413708-93418709	Open Sea	0.383	0.467	1.22
chr9:83410880-83415881	Open Sea	0.374	0.387	1.03
chr18:65174911-65179912	Open Sea	0.389	0.407	1.04
chr2:53715429-53720430	Open Sea	0.417	0.593	1.42
chr5:11164778-11169779	Open Sea	0.357	0.513	1.44
chr8:62198831-62203832	Open Sea	0.338	0.427	1.26
chr18:3523777-3528778	Open Sea	0.412	0.54	1.31
chr9:99372558-99377559	Open Sea	0.383	0.373	0.975
chr3:70046966-70051967	Open Sea	0.371	0.447	1.2
chr4:163083203-163088204	Open Sea	0.322	0.473	1.47
chr2:133103140-133108141	Open Sea	0.356	0.52	1.46
chr6:69347950-69352951	Open Sea	0.331	0.46	1.39
chr7:14940383-14945384	Open Sea	0.335	0.567	1.69
chr3:173301026-173306027	Open Sea	0.345	0.587	1.7
chrX:149457072-149462073	Open Sea	0.362	0.533	1.47
chr6:127838050-127843051	Open Sea	0.337	0.567	1.68
chr4:176590430-176595431	Open Sea	0.326	0.593	1.82
chr5:11562569-11567570	Open Sea	0.364	0.56	1.54
chr8:91923723-91928724	Open Sea	0.349	0.593	1.7
chr10:90972949-90977950	Open Sea	0.341	0.433	1.27
chr11:40149626-40154627	Open Sea	0.359	0.487	1.36
chr14:47832120-47837121	Open Sea	0.333	0.493	1.48
chr13:85977932-85982933	Open Sea	0.325	0.527	1.62
chr12:118625174-118630175	Open Sea	0.347	0.56	1.61
chr3:161630200-161635201	Open Sea	0.333	0.48	1.44
chr5:83583641-83588642	Open Sea	0.333	0.487	1.46
chr3:157051190-157056191	Open Sea	0.352	0.547	1.56
chr11:83811842-83816843	Open Sea	0.339	0.507	1.5
chr4:113815542-113820543	Open Sea	0.342	0.453	1.33
chr3:182080177-182085178	Open Sea	0.353	0.547	1.55
chr6:164814963-164819964	Open Sea	0.325	0.533	1.64
chr18:55912311-55917312	Open Sea	0.343	0.613	1.79
chr6:17040683-17045684	Open Sea	0.33	0.56	1.7
chr5:87690987-87695988	Open Sea	0.334	0.54	1.62
chr7:51321595-51326596	Open Sea	0.34	0.52	1.53
chr13:67237758-67242759	Open Sea	0.349	0.533	1.53
chr2:166489055-166494056	Open Sea	0.346	0.587	1.69
chr11:40206072-40211073	Open Sea	0.388	0.533	1.37
chr11:41479252-41484253	Open Sea	0.342	0.493	1.44
chr10:18547693-18552694	Open Sea	0.363	0.547	1.51
chr8:18539090-18544091	Open Sea	0.383	0.54	1.41
chr8:92043632-92048633	Open Sea	0.387	0.54	1.39
chr12:13097603-13102604	Open Sea	0.378	0.433	1.15
chr1:90087563-90092564	Open Sea	0.392	0.4	1.02
chr2:102376740-102381741	Open Sea	0.376	0.493	1.31
chr6:134764991-134769992	Open Sea	0.38	0.473	1.25
chr7:103179054-103184055	Open Sea	0.382	0.647	1.69
chr12:94957776-94962777	Open Sea	0.397	0.567	1.43
chr5:123030262-123035263	Open Sea	0.386	0.593	1.54
chr11:40299784-40304785	Open Sea	0.373	0.44	1.18
chr1:214180129-214185130	Open Sea	0.389	0.393	1.01
chr2:98856118-98861119	Open Sea	0.37	0.46	1.24
chr7:103162462-103167463	Open Sea	0.403	0.387	0.96
chr6:114317711-114322712	Open Sea	0.373	0.433	1.16
chr7:156948884-156953885	Open Sea	0.375	0.433	1.16
chr2:145217144-145222145	Open Sea	0.374	0.44	1.18
chr4:145629003-145634004	Open Sea	0.372	0.447	1.2
chr3:23859189-23864190	Open Sea	0.422	0.4	0.949
chr6:23648679-23653680	Open Sea	0.402	0.44	1.1
chr21:32529235-32534236	Open Sea	0.421	0.42	0.997
chr17:20090373-20095374	Open Sea	0.434	0.54	1.25
chr4:108609052-108614053	Open Sea	0.411	0.393	0.958
chr14:32976855-32981856	Open Sea	0.393	0.427	1.09
chr14:32939395-32944396	Open Sea	0.377	0.493	1.31
chr3:39976540-39981541	Open Sea	0.399	0.44	1.1
chr1:190445880-190450881	Open Sea	0.354	0.4	1.13
chr16:76309668-76314669	Open Sea	0.366	0.507	1.39
chr9:26217618-26222619	Open Sea	0.361	0.52	1.44
chr4:114212551-114217552	Open Sea	0.396	0.533	1.35
chr1:98512604-98517605	Open Sea	0.353	0.633	1.79
chr4:114036180-114041181	Open Sea	0.359	0.493	1.37
chr22:17913896-17918897	Open Sea	0.392	0.567	1.45
chr10:20574561-20579562	Open Sea	0.384	0.48	1.25
chr3:115392899-115397900	Open Sea	0.372	0.613	1.65
chr5:80375011-80380012	Open Sea	0.394	0.493	1.25
chr8:126087525-126092526	Open Sea	0.359	0.433	1.21
chr3:76357773-76362774	Open Sea	0.357	0.493	1.38
chr6:113491853-113496854	Open Sea	0.353	0.34	0.963
chr10:60854074-60859075	Open Sea	0.366	0.4	1.09
chr12:99546093-99551094	Open Sea	0.348	0.513	1.47
chr12:29216810-29221811	Open Sea	0.368	0.427	1.16
chr4:160186860-160191861	Open Sea	0.378	0.433	1.15
chr13:34182223-34187224	Open Sea	0.4	0.58	1.45
chr4:152088082-152093083	Open Sea	0.373	0.547	1.47
chr6:163661794-163666795	Open Sea	0.414	0.58	1.4
chr7:22333287-22338288	Open Sea	0.411	0.42	1.02
chr4:129572324-129577325	Open Sea	0.404	0.52	1.29
chr6:136743279-136748280	Open Sea	0.386	0.473	1.22
chr8:26463593-26468594	Open Sea	0.414	0.433	1.05
chr8:81638033-81643034	Open Sea	0.364	0.42	1.15
chr6:98904247-98909248	Open Sea	0.371	0.36	0.972
chr6:52895363-52900364	Open Sea	0.408	0.46	1.13
chr14:53789609-53794610	Open Sea	0.419	0.42	1
chr1:216921077-216926078	Open Sea	0.387	0.473	1.22
chr6:128810120-128815121	Open Sea	0.377	0.453	1.2
chr8:64556549-64561550	Open Sea	0.358	0.527	1.47
chr8:125533215-125538216	Open Sea	0.366	0.453	1.24
chr8:125825224-125830225	Open Sea	0.371	0.453	1.22
chr3:159556259-159561260	Open Sea	0.404	0.42	1.04
chr6:136753492-136758493	Open Sea	0.386	0.507	1.31
chr21:22272529-22277530	Open Sea	0.365	0.347	0.95
chr22:28275086-28280087	Open Sea	0.414	0.5	1.21
chr14:100345014-100350015	Open Sea	0.397	0.54	1.36
chr11:123954887-123959888	Open Sea	0.381	0.527	1.38
chr12:103353498-103358499	Open Sea	0.403	0.6	1.49
chr4:176732650-176737651	Open Sea	0.397	0.46	1.16
chr18:11117584-11122585	Open Sea	0.41	0.44	1.07
chr3:183170607-183175608	Open Sea	0.411	0.487	1.18
chr11:9251055-9256056	Open Sea	0.46	0.4	0.869
chr1:59326379-59331380	Open Sea	0.431	0.467	1.08
chr5:102707815-102712816	Open Sea	0.423	0.467	1.1
chr11:19684458-19689459	Open Sea	0.453	0.533	1.18
chr13:49157233-49162234	Open Sea	0.443	0.48	1.08
chr2:211366392-211371393	Open Sea	0.435	0.46	1.06
chr20:33634249-33639250	Open Sea	0.429	0.52	1.21
chr2:102432746-102437747	Open Sea	0.418	0.467	1.12
chr11:78962067-78967068	Open Sea	0.416	0.527	1.27
chr13:80705664-80710665	Open Sea	0.387	0.44	1.14
chr14:45462113-45467114	Open Sea	0.394	0.427	1.08
chr10:52296497-52301498	Open Sea	0.413	0.533	1.29
chr11:17925636-17930637	Open Sea	0.425	0.587	1.38
chr4:96088946-96093947	Open Sea	0.409	0.513	1.25
chr7:104443622-104448623	Open Sea	0.427	0.473	1.11
chr5:124746092-124751093	Open Sea	0.404	0.633	1.57
chr13:103747447-103752448	Open Sea	0.396	0.54	1.36
chr5:126631949-126636950	Open Sea	0.4	0.533	1.33
chr12:77076702-77081703	Open Sea	0.409	0.567	1.38
chr2:29296781-29301782	Open Sea	0.44	0.527	1.2
chr3:4568220-4573221	Open Sea	0.452	0.507	1.12
chr13:46694717-46699718	Open Sea	0.451	0.493	1.09
chr8:139489796-139494797	Open Sea	0.448	0.547	1.22
chr14:76332701-76337702	Open Sea	0.423	0.5	1.18
chr11:13154521-13159522	Open Sea	0.39	0.5	1.28
chr18:13574949-13579950	Open Sea	0.421	0.433	1.03
chr16:72458580-72463581	Open Sea	0.408	0.52	1.27
chr5:73966911-73971912	Open Sea	0.428	0.5	1.17
chr5:123209137-123214138	Open Sea	0.404	0.52	1.29
chr10:88810614-88815615	Open Sea	0.435	0.467	1.07
chrX:13904098-13909099	Open Sea	0.42	0.473	1.13
chr5:136981745-136986746	Open Sea	0.408	0.56	1.37
chr2:105315789-105320790	Open Sea	0.381	0.607	1.59
chrX:76233085-76238086	Open Sea	0.433	0.487	1.12
chr2:159540322-159545323	Open Sea	0.413	0.547	1.32
chr7:29520912-29525913	Open Sea	0.408	0.573	1.4
chr11:82427079-82432080	Open Sea	0.407	0.52	1.28
chr4:174328961-174333962	Open Sea	0.404	0.5	1.24
chr10:62108725-62113726	Open Sea	0.401	0.4	0.997
chr5:108953070-108958071	Open Sea	0.408	0.407	0.996
chr5:66577041-66582042	Open Sea	0.387	0.433	1.12
chr10:62147874-62152875	Open Sea	0.411	0.46	1.12
chr2:134429571-134434572	Open Sea	0.41	0.48	1.17
chr12:76112604-76117605	Open Sea	0.395	0.447	1.13
chrX:13907481-13912482	Open Sea	0.422	0.467	1.11
chr10:91072220-91077221	Open Sea	0.443	0.407	0.919
chr20:20442237-20447238	Open Sea	0.455	0.48	1.05
chr2:105047190-105052191	Open Sea	0.419	0.453	1.08
chr6:52885777-52890778	Open Sea	0.405	0.52	1.28
chr9:124846865-124851866	Open Sea	0.427	0.513	1.2
chr13:52190473-52195474	Open Sea	0.425	0.453	1.07
chr1:164674256-164679257	Open Sea	0.398	0.42	1.05
chr15:80716351-80721352	Open Sea	0.423	0.56	1.32
chr12:12834355-12839356	Open Sea	0.397	0.493	1.24
chr4:41622518-41627519	Open Sea	0.424	0.447	1.05
chr5:95233735-95238736	Open Sea	0.381	0.493	1.29
chr4:113773940-113778941	Open Sea	0.405	0.46	1.14
chr6:136625355-136630356	Open Sea	0.402	0.48	1.19
chr13:37699435-37704436	Open Sea	0.401	0.427	1.06
chr3:114117295-114122296	Open Sea	0.378	0.4	1.06
chr9:8550380-8555381	Open Sea	0.369	0.52	1.41
chr11:27462898-27467899	Open Sea	0.405	0.427	1.05
chr3:118704007-118709008	Open Sea	0.4	0.48	1.2
chr9:103314810-103319811	Open Sea	0.386	0.433	1.12
chr14:79796552-79801553	Open Sea	0.389	0.413	1.06
chr6:46359352-46364353	Open Sea	0.38	0.433	1.14
chr2:7152168-7157169	Open Sea	0.399	0.5	1.25
chr5:11258996-11263997	Open Sea	0.4	0.447	1.12
chr13:98279540-98284541	Open Sea	0.386	0.507	1.31
chr4:4479963-4484964	Open Sea	0.436	0.373	0.856
chr5:124011349-124016350	Open Sea	0.39	0.407	1.04
chr12:8842898-8847899	Open Sea	0.445	0.487	1.09
chr18:60927380-60932381	Open Sea	0.441	0.52	1.18
chr1:230815780-230820781	Open Sea	0.409	0.487	1.19
chr14:25509793-25514794	Open Sea	0.401	0.453	1.13
chr6:138568886-138573887	Open Sea	0.415	0.393	0.948
chr10:64139053-64144054	Open Sea	0.398	0.46	1.16
chr12:76280673-76285674	Open Sea	0.409	0.5	1.22
chr2:153283344-153288345	Open Sea	0.397	0.493	1.24
chr7:108230865-108235866	Open Sea	0.424	0.44	1.04
chr9:79505893-79510894	Open Sea	0.438	0.487	1.11
chr10:108339705-108344706	Open Sea	0.414	0.527	1.27
chr18:65176839-65181840	Open Sea	0.393	0.433	1.1
chr2:209049297-209054298	Open Sea	0.389	0.487	1.25
chr5:124534001-124539002	Open Sea	0.378	0.567	1.5
chr11:121938386-121943387	Open Sea	0.397	0.427	1.07
chr12:16752996-16757997	Open Sea	0.401	0.447	1.11
chr13:101300373-101305374	Open Sea	0.389	0.48	1.23
chr2:158180070-158185071	Open Sea	0.382	0.44	1.15
chr12:69368936-69373937	Open Sea	0.388	0.38	0.98
chr8:105085113-105090114	Open Sea	0.35	0.327	0.933
chr21:17441060-17446061	Open Sea	0.358	0.527	1.47
chr8:109594254-109599255	Open Sea	0.399	0.427	1.07
chr12:32717920-32722921	Open Sea	0.362	0.48	1.32
chr18:53003101-53008102	Open Sea	0.351	0.54	1.54
chr9:26208189-26213190	Open Sea	0.365	0.467	1.28
chr9:14178271-14183272	Open Sea	0.35	0.5	1.43
chr18:54538666-54543667	Open Sea	0.334	0.467	1.4
chr8:97672952-97677953	Open Sea	0.369	0.473	1.28
chr4:88896365-88901366	Open Sea	0.385	0.467	1.21
chr18:32767185-32772186	Open Sea	0.377	0.467	1.24
chr20:21213190-21218191	Open Sea	0.393	0.447	1.14
chr11:113015659-113020660	Open Sea	0.394	0.54	1.37
chr5:156014565-156019566	Open Sea	0.409	0.427	1.04
chr9:34960239-34965240	Open Sea	0.423	0.487	1.15
chr13:102959303-102964304	Open Sea	0.421	0.447	1.06
chr5:146121542-146126543	Open Sea	0.41	0.473	1.15
chr12:26489826-26494827	Open Sea	0.403	0.507	1.26
chr5:87959481-87964482	Open Sea	0.396	0.447	1.13
chr13:80582713-80587714	Open Sea	0.38	0.513	1.35
chr8:18538276-18543277	Open Sea	0.355	0.46	1.3
chr10:52333677-52338678	Open Sea	0.365	0.547	1.5
chr5:155899029-155904030	Open Sea	0.391	0.54	1.38
chr2:168535842-168540843	Open Sea	0.39	0.46	1.18
chr2:180135365-180140366	Open Sea	0.395	0.427	1.08
chr18:53087000-53092001	Open Sea	0.417	0.433	1.04
chr5:102624200-102629201	Open Sea	0.363	0.453	1.25
chr9:1055592-1060593	Open Sea	0.415	0.527	1.27
chr9:79486006-79491007	Open Sea	0.44	0.527	1.2
chr1:65724264-65729265	Open Sea	0.423	0.493	1.17
chr5:138208135-138213136	Open Sea	0.414	0.46	1.11
chr2:54051708-54056709	Open Sea	0.432	0.427	0.988
chr6:109634619-109639620	Open Sea	0.461	0.567	1.23
chr2:55348568-55353569	Open Sea	0.445	0.48	1.08
chr2:215437473-215442474	Open Sea	0.432	0.553	1.28
chr3:159569934-159574935	Open Sea	0.443	0.487	1.1
chr3:129367842-129372843	Open Sea	0.411	0.487	1.19
chr10:27092243-27097244	Open Sea	0.397	0.433	1.09
chr6:161737157-161742158	Open Sea	0.406	0.48	1.18
chr7:77077555-77082556	Open Sea	0.42	0.44	1.05
chr14:32940410-32945411	Open Sea	0.409	0.5	1.22
chr2:201567656-201572657	Open Sea	0.415	0.453	1.09
chr1:145022259-145027260	Open Sea	0.462	0.333	0.721
chr10:35745644-35750645	Open Sea	0.433	0.547	1.26
chr11:121402527-121407528	Open Sea	0.441	0.46	1.04
chr6:143219562-143224563	Open Sea	0.409	0.4	0.977
chr10:25077742-25082743	Open Sea	0.429	0.467	1.09
chr6:46344479-46349480	Open Sea	0.412	0.507	1.23
chr3:124231285-124236286	Open Sea	0.437	0.427	0.976
chr4:38204010-38209011	Open Sea	0.428	0.507	1.18
chr8:27588537-27593538	Open Sea	0.431	0.447	1.04
chr12:112858221-112863222	Open Sea	0.431	0.447	1.04
chr7:35822562-35827563	Open Sea	0.411	0.393	0.958
chr1:48989612-48994613	Open Sea	0.425	0.52	1.22
chr6:5203047-5208048	Open Sea	0.433	0.56	1.29
chr9:84439147-84444148	Open Sea	0.406	0.527	1.3
chr20:39860948-39865949	Open Sea	0.424	0.533	1.26
chr2:134430269-134435270	Open Sea	0.433	0.447	1.03
chr5:138208825-138213826	Open Sea	0.452	0.433	0.959
chr6:97494764-97499765	Open Sea	0.423	0.44	1.04
chr15:31582444-31587445	Open Sea	0.427	0.487	1.14
chr18:72930496-72935497	Open Sea	0.409	0.527	1.29
chr2:71516257-71521258	Open Sea	0.387	0.507	1.31
chr5:127177876-127182877	Open Sea	0.432	0.553	1.28
chr1:234969710-234974711	Open Sea	0.436	0.46	1.06
chr8:130972745-130977746	Open Sea	0.464	0.493	1.06
chr1:51987353-51992354	Open Sea	0.405	0.407	1
chr6:136643789-136648790	Open Sea	0.449	0.54	1.2
chr12:70948807-70953808	Open Sea	0.421	0.487	1.16
chr5:136551881-136556882	Open Sea	0.451	0.46	1.02
chr9:73199751-73204752	Open Sea	0.441	0.453	1.03
chr13:36427306-36432307	Open Sea	0.437	0.5	1.15
chr15:43804059-43809060	Open Sea	0.467	0.607	1.3
chr1:182248333-182253334	Open Sea	0.457	0.533	1.17
chr9:73227721-73232722	Open Sea	0.446	0.52	1.16
chr2:105046525-105051526	Open Sea	0.434	0.44	1.01
chr16:11639024-11644025	Open Sea	0.465	0.433	0.932
chr11:112771820-112776821	Open Sea	0.442	0.493	1.12
chr12:70949334-70954335	Open Sea	0.427	0.473	1.11
chr3:37947093-37952094	Open Sea	0.477	0.467	0.978
chr5:59789556-59794557	Open Sea	0.45	0.393	0.874
chr9:97674111-97679112	Open Sea	0.467	0.513	1.1
chr10:123293494-123298495	Open Sea	0.451	0.427	0.947
chr3:153776027-153781028	Open Sea	0.439	0.433	0.986
chr7:130059185-130064186	Open Sea	0.422	0.493	1.17
chr10:25245315-25250316	Open Sea	0.416	0.487	1.17
chr17:19964959-19969960	Open Sea	0.434	0.58	1.34
